LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Mixed,0.155
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Mixed,0.205
command-a,Cohere Command A,13,13,,Mixed,0.2710997442455243
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Mixed,0.4087403598971722
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Mixed,0.4308093994778068
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Mixed,0.155
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Mixed,0.36398467432950193
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Mixed,0.2975
glm-4-5,GLM-4.5,14,14,,Mixed,0.2512820512820513
glm-4-6,GLM-4.6,14,14,,Mixed,0.205
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Mixed,0.5824873096446701
gpt-5-pro,GPT-5 Pro,1,1,,Mixed,0.5012531328320802
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Mixed,0.2975
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Mixed,0.335
gpt-oss-120b,GPT-OSS-120B,1,1,,Mixed,0.33122629582806573
grok-4-0709,Grok 4,9,9,,Mixed,0.3994910941475827
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Mixed,0.185
kimi-k2,Kimi K2,16,16,,Mixed,0.5788113695090439
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Mixed,0.2375
kimi-k2-0905,Kimi K2-0905,16,16,,Mixed,0.3475
llama4-maverick,Llama 4 Maverick,3,3,,Mixed,0.24076433121019108
mistral-large-2512,Mistral Large 3,5,5,,Mixed,0.2775
mistral-medium-2508,Mistral Medium 3.1,5,5,,Mixed,0.5347661188369153
o3-pro-medium,o3-pro (medium reasoning),1,1,,Mixed,0.55470737913486
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Mixed,0.4792746113989637
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Mixed,0.335
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Minimal,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Minimal,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Minimal,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Minimal,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Minimal,0.0
command-a,Cohere Command A,13,13,,Minimal,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Minimal,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Minimal,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Minimal,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Minimal,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Minimal,0.0
glm-4-5,GLM-4.5,14,14,,Minimal,0.0
glm-4-6,GLM-4.6,14,14,,Minimal,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Minimal,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Minimal,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Minimal,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Minimal,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Minimal,0.0
grok-4-0709,Grok 4,9,9,,Minimal,0.0
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Minimal,0.0
kimi-k2,Kimi K2,16,16,,Minimal,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Minimal,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Minimal,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Minimal,0.0
mistral-large-2512,Mistral Large 3,5,5,,Minimal,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Minimal,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Minimal,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Minimal,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Minimal,0.0
