LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Neutral,0.49
command-a,Cohere Command A,13,13,,Neutral,0.2175
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Neutral,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Neutral,0.01
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Neutral,0.355
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Neutral,0.0825
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Neutral,0.1125
glm-4-5,GLM-4.5,14,14,,Neutral,0.18875
glm-4-6,GLM-4.6,14,14,,Neutral,0.245
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Neutral,0.05875
gpt-5-pro,GPT-5 Pro,1,1,,Neutral,0.13
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Neutral,0.2825
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Neutral,0.335
gpt-oss-120b,GPT-OSS-120B,1,1,,Neutral,0.06125
grok-4-0709,Grok 4,9,9,,Neutral,0.0075
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Neutral,0.15
kimi-k2,Kimi K2,16,16,,Neutral,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Neutral,0.3025
kimi-k2-0905,Kimi K2-0905,16,16,,Neutral,0.13
llama4-maverick,Llama 4 Maverick,3,3,,Neutral,0.2225
mistral-large-2512,Mistral Large 3,5,5,,Neutral,0.6275
mistral-medium-2508,Mistral Medium 3.1,5,5,,Neutral,0.275
o3-pro-medium,o3-pro (medium reasoning),1,1,,Neutral,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Neutral,0.0075
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Neutral,0.17
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Colloquial,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Colloquial,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Colloquial,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Colloquial,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Colloquial,0.0
command-a,Cohere Command A,13,13,,Colloquial,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Colloquial,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Colloquial,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Colloquial,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Colloquial,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Colloquial,0.0
glm-4-5,GLM-4.5,14,14,,Colloquial,0.0
glm-4-6,GLM-4.6,14,14,,Colloquial,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Colloquial,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Colloquial,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Colloquial,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Colloquial,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Colloquial,0.0
grok-4-0709,Grok 4,9,9,,Colloquial,0.0
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Colloquial,0.0
kimi-k2,Kimi K2,16,16,,Colloquial,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Colloquial,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Colloquial,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Colloquial,0.0
mistral-large-2512,Mistral Large 3,5,5,,Colloquial,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Colloquial,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Colloquial,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Colloquial,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Colloquial,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Mixed,0.03625
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Mixed,0.02006335797254488
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Mixed,0.0025
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Mixed,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Mixed,0.0
command-a,Cohere Command A,13,13,,Mixed,0.00125
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Mixed,0.0125
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Mixed,0.0075
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Mixed,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Mixed,0.00625
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Mixed,0.0125
glm-4-5,GLM-4.5,14,14,,Mixed,0.00125
glm-4-6,GLM-4.6,14,14,,Mixed,0.005
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Mixed,0.035
gpt-5-pro,GPT-5 Pro,1,1,,Mixed,0.0225
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Mixed,0.0225
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Mixed,0.005
gpt-oss-120b,GPT-OSS-120B,1,1,,Mixed,0.0025
grok-4-0709,Grok 4,9,9,,Mixed,0.0225
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Mixed,0.0125
kimi-k2,Kimi K2,16,16,,Mixed,0.0175
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Mixed,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Mixed,0.015
llama4-maverick,Llama 4 Maverick,3,3,,Mixed,0.00125
mistral-large-2512,Mistral Large 3,5,5,,Mixed,0.005
mistral-medium-2508,Mistral Medium 3.1,5,5,,Mixed,0.045
o3-pro-medium,o3-pro (medium reasoning),1,1,,Mixed,0.0225
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Mixed,0.02
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Mixed,0.0175
