LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Work,0.05012531328320802
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Work,0.0125
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Family,0.05125
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Family,0.06969376979936642
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Family,0.14
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Family,0.0925
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Family,0.08
command-a,Cohere Command A,13,13,,Family,0.0225
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Family,0.04
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Family,0.05
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Family,0.0175
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Family,0.05889724310776942
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Family,0.0325
glm-4-5,GLM-4.5,14,14,,Family,0.0375
glm-4-6,GLM-4.6,14,14,,Family,0.0275
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Family,0.05125
gpt-5-pro,GPT-5 Pro,1,1,,Family,0.0675
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Family,0.03
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Family,0.0825
gpt-oss-120b,GPT-OSS-120B,1,1,,Family,0.006265664160401002
grok-4-0709,Grok 4,9,9,,Family,0.06015037593984962
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Family,0.0525
kimi-k2,Kimi K2,16,16,,Family,0.085
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Family,0.03
kimi-k2-0905,Kimi K2-0905,16,16,,Family,0.05
llama4-maverick,Llama 4 Maverick,3,3,,Family,0.01625
mistral-large-2512,Mistral Large 3,5,5,,Family,0.0475
mistral-medium-2508,Mistral Medium 3.1,5,5,,Family,0.06125
o3-pro-medium,o3-pro (medium reasoning),1,1,,Family,0.0375
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Family,0.06766917293233082
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Family,0.0275
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Memory,0.24375
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Memory,0.22914466737064415
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Memory,0.2575
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Memory,0.22
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Memory,0.22
command-a,Cohere Command A,13,13,,Memory,0.185
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Memory,0.2475
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Memory,0.28
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Memory,0.2025
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Memory,0.2543859649122807
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Memory,0.1475
glm-4-5,GLM-4.5,14,14,,Memory,0.21
glm-4-6,GLM-4.6,14,14,,Memory,0.2025
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Memory,0.24125
gpt-5-pro,GPT-5 Pro,1,1,,Memory,0.215
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Memory,0.23
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Memory,0.205
gpt-oss-120b,GPT-OSS-120B,1,1,,Memory,0.21428571428571427
grok-4-0709,Grok 4,9,9,,Memory,0.19799498746867167
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Memory,0.1725
kimi-k2,Kimi K2,16,16,,Memory,0.42
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Memory,0.2675
kimi-k2-0905,Kimi K2-0905,16,16,,Memory,0.275
llama4-maverick,Llama 4 Maverick,3,3,,Memory,0.16125
mistral-large-2512,Mistral Large 3,5,5,,Memory,0.2275
mistral-medium-2508,Mistral Medium 3.1,5,5,,Memory,0.2025
o3-pro-medium,o3-pro (medium reasoning),1,1,,Memory,0.2625
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Memory,0.2581453634085213
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Memory,0.24
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Crime,0.0025
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Crime,0.009503695881731784
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Crime,0.0075
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Crime,0.0125
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Crime,0.015
command-a,Cohere Command A,13,13,,Crime,0.005
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Crime,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Crime,0.0025
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Crime,0.0075
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Crime,0.005012531328320802
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Crime,0.0075
glm-4-5,GLM-4.5,14,14,,Crime,0.01375
glm-4-6,GLM-4.6,14,14,,Crime,0.01
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Crime,0.00375
gpt-5-pro,GPT-5 Pro,1,1,,Crime,0.0025
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Crime,0.0075
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Crime,0.0125
gpt-oss-120b,GPT-OSS-120B,1,1,,Crime,0.0012531328320802004
grok-4-0709,Grok 4,9,9,,Crime,0.005012531328320802
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Crime,0.0125
kimi-k2,Kimi K2,16,16,,Crime,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Crime,0.005
kimi-k2-0905,Kimi K2-0905,16,16,,Crime,0.0025
llama4-maverick,Llama 4 Maverick,3,3,,Crime,0.00125
mistral-large-2512,Mistral Large 3,5,5,,Crime,0.0075
mistral-medium-2508,Mistral Medium 3.1,5,5,,Crime,0.00375
o3-pro-medium,o3-pro (medium reasoning),1,1,,Crime,0.0025
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Crime,0.005012531328320802
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Crime,0.005
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Nature,0.05
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Nature,0.06335797254487856
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Nature,0.02
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Nature,0.04
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Nature,0.04
command-a,Cohere Command A,13,13,,Nature,0.04
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Nature,0.0575
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Nature,0.0625
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Nature,0.04
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Nature,0.042606516290726815
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Nature,0.0325
glm-4-5,GLM-4.5,14,14,,Nature,0.0525
glm-4-6,GLM-4.6,14,14,,Nature,0.02
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Nature,0.0375
gpt-5-pro,GPT-5 Pro,1,1,,Nature,0.035
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Nature,0.015
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Nature,0.02
gpt-oss-120b,GPT-OSS-120B,1,1,,Nature,0.05639097744360902
grok-4-0709,Grok 4,9,9,,Nature,0.07017543859649122
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Nature,0.0325
kimi-k2,Kimi K2,16,16,,Nature,0.0375
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Nature,0.0275
kimi-k2-0905,Kimi K2-0905,16,16,,Nature,0.0225
llama4-maverick,Llama 4 Maverick,3,3,,Nature,0.0625
mistral-large-2512,Mistral Large 3,5,5,,Nature,0.0325
mistral-medium-2508,Mistral Medium 3.1,5,5,,Nature,0.0275
o3-pro-medium,o3-pro (medium reasoning),1,1,,Nature,0.0475
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Nature,0.08020050125313283
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Nature,0.025
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,War,0.01125
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,War,0.01795142555438226
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,War,0.01
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,War,0.01
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,War,0.0125
command-a,Cohere Command A,13,13,,War,0.0075
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,War,0.01
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,War,0.0075
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,War,0.01
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,War,0.008771929824561403
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,War,0.0275
glm-4-5,GLM-4.5,14,14,,War,0.00625
glm-4-6,GLM-4.6,14,14,,War,0.0075
gpt-5-medium,GPT-5 (medium reasoning),1,1,,War,0.01
gpt-5-pro,GPT-5 Pro,1,1,,War,0.0225
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,War,0.015
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,War,0.015
gpt-oss-120b,GPT-OSS-120B,1,1,,War,0.007518796992481203
grok-4-0709,Grok 4,9,9,,War,0.007518796992481203
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,War,0.01
kimi-k2,Kimi K2,16,16,,War,0.01
kimi-k2-thinking,Kimi K2 Thinking,16,16,,War,0.0075
kimi-k2-0905,Kimi K2-0905,16,16,,War,0.0275
llama4-maverick,Llama 4 Maverick,3,3,,War,0.005
mistral-large-2512,Mistral Large 3,5,5,,War,0.0125
mistral-medium-2508,Mistral Medium 3.1,5,5,,War,0.01125
o3-pro-medium,o3-pro (medium reasoning),1,1,,War,0.02
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,War,0.015037593984962405
qwen3-max-preview,Qwen 3 Max Preview,6,6,,War,0.0175
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Social,0.0575
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Social,0.10665258711721225
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Social,0.0725
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Social,0.0875
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Social,0.09
command-a,Cohere Command A,13,13,,Social,0.05125
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Social,0.0625
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Social,0.0525
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Social,0.0575
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Social,0.06265664160401002
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Social,0.0725
glm-4-5,GLM-4.5,14,14,,Social,0.09
glm-4-6,GLM-4.6,14,14,,Social,0.055
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Social,0.14
gpt-5-pro,GPT-5 Pro,1,1,,Social,0.1175
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Social,0.085
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Social,0.17
gpt-oss-120b,GPT-OSS-120B,1,1,,Social,0.08020050125313283
grok-4-0709,Grok 4,9,9,,Social,0.08521303258145363
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Social,0.0775
kimi-k2,Kimi K2,16,16,,Social,0.0675
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Social,0.065
kimi-k2-0905,Kimi K2-0905,16,16,,Social,0.075
llama4-maverick,Llama 4 Maverick,3,3,,Social,0.05125
mistral-large-2512,Mistral Large 3,5,5,,Social,0.045
mistral-medium-2508,Mistral Medium 3.1,5,5,,Social,0.0625
o3-pro-medium,o3-pro (medium reasoning),1,1,,Social,0.12
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Social,0.08020050125313283
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Social,0.0525
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Existential,0.56375
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Existential,0.4730728616684266
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Existential,0.48
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Existential,0.5025
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Existential,0.5175
command-a,Cohere Command A,13,13,,Existential,0.6825
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Existential,0.5325
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Existential,0.5025
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Existential,0.64
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Existential,0.5476190476190477
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Existential,0.6625
glm-4-5,GLM-4.5,14,14,,Existential,0.55375
glm-4-6,GLM-4.6,14,14,,Existential,0.67
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Existential,0.44375
gpt-5-pro,GPT-5 Pro,1,1,,Existential,0.505
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Existential,0.6025
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Existential,0.4575
gpt-oss-120b,GPT-OSS-120B,1,1,,Existential,0.606516290726817
grok-4-0709,Grok 4,9,9,,Existential,0.5538847117794486
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Existential,0.62
kimi-k2,Kimi K2,16,16,,Existential,0.365
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Existential,0.565
kimi-k2-0905,Kimi K2-0905,16,16,,Existential,0.54
llama4-maverick,Llama 4 Maverick,3,3,,Existential,0.6725
mistral-large-2512,Mistral Large 3,5,5,,Existential,0.62
mistral-medium-2508,Mistral Medium 3.1,5,5,,Existential,0.61625
o3-pro-medium,o3-pro (medium reasoning),1,1,,Existential,0.475
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Existential,0.44360902255639095
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Existential,0.62
