LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Resonant,0.9325
command-a,Cohere Command A,13,13,,Resonant,0.80625
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Resonant,0.8775
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Resonant,0.86
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Resonant,0.6425
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Resonant,0.875
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Resonant,0.8325
glm-4-5,GLM-4.5,14,14,,Resonant,0.745
glm-4-6,GLM-4.6,14,14,,Resonant,0.855
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Resonant,0.835
gpt-5-pro,GPT-5 Pro,1,1,,Resonant,0.915
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Resonant,0.945
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Resonant,0.9425
gpt-oss-120b,GPT-OSS-120B,1,1,,Resonant,0.875
grok-4-0709,Grok 4,9,9,,Resonant,0.735
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Resonant,0.73
kimi-k2,Kimi K2,16,16,,Resonant,0.775
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Resonant,0.8575
kimi-k2-0905,Kimi K2-0905,16,16,,Resonant,0.9175
llama4-maverick,Llama 4 Maverick,3,3,,Resonant,0.73875
mistral-large-2512,Mistral Large 3,5,5,,Resonant,0.9025
mistral-medium-2508,Mistral Medium 3.1,5,5,,Resonant,0.8925
o3-pro-medium,o3-pro (medium reasoning),1,1,,Resonant,0.9225
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Resonant,0.88
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Resonant,0.9525
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Circular,0.0625
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Circular,0.09186906019007392
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Circular,0.0325
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Circular,0.025
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Circular,0.0275
command-a,Cohere Command A,13,13,,Circular,0.045
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Circular,0.0325
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Circular,0.0525
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Circular,0.1175
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Circular,0.025
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Circular,0.01
glm-4-5,GLM-4.5,14,14,,Circular,0.11
glm-4-6,GLM-4.6,14,14,,Circular,0.055
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Circular,0.1575
gpt-5-pro,GPT-5 Pro,1,1,,Circular,0.0825
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Circular,0.01
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Circular,0.02
gpt-oss-120b,GPT-OSS-120B,1,1,,Circular,0.08375
grok-4-0709,Grok 4,9,9,,Circular,0.0725
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Circular,0.0875
kimi-k2,Kimi K2,16,16,,Circular,0.0875
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Circular,0.125
kimi-k2-0905,Kimi K2-0905,16,16,,Circular,0.0725
llama4-maverick,Llama 4 Maverick,3,3,,Circular,0.1175
mistral-large-2512,Mistral Large 3,5,5,,Circular,0.01
mistral-medium-2508,Mistral Medium 3.1,5,5,,Circular,0.08125
o3-pro-medium,o3-pro (medium reasoning),1,1,,Circular,0.0575
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Circular,0.0525
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Circular,0.0375
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Suspended,0.01375
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Suspended,0.006335797254487857
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Suspended,0.0025
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Suspended,0.0025
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Suspended,0.0075
command-a,Cohere Command A,13,13,,Suspended,0.00625
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Suspended,0.02
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Suspended,0.0025
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Suspended,0.0075
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Suspended,0.00875
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Suspended,0.0025
glm-4-5,GLM-4.5,14,14,,Suspended,0.0125
glm-4-6,GLM-4.6,14,14,,Suspended,0.0025
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Suspended,0.00375
gpt-5-pro,GPT-5 Pro,1,1,,Suspended,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Suspended,0.0325
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Suspended,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Suspended,0.00125
grok-4-0709,Grok 4,9,9,,Suspended,0.02
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Suspended,0.0
kimi-k2,Kimi K2,16,16,,Suspended,0.125
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Suspended,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Suspended,0.01
llama4-maverick,Llama 4 Maverick,3,3,,Suspended,0.025
mistral-large-2512,Mistral Large 3,5,5,,Suspended,0.0675
mistral-medium-2508,Mistral Medium 3.1,5,5,,Suspended,0.0075
o3-pro-medium,o3-pro (medium reasoning),1,1,,Suspended,0.0075
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Suspended,0.02
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Suspended,0.0025
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Open,0.015
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Open,0.0010559662090813093
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Open,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Open,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Open,0.0
command-a,Cohere Command A,13,13,,Open,0.02125
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Open,0.005
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Open,0.01
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Open,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Open,0.01125
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Open,0.0
glm-4-5,GLM-4.5,14,14,,Open,0.0075
glm-4-6,GLM-4.6,14,14,,Open,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Open,0.00125
gpt-5-pro,GPT-5 Pro,1,1,,Open,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Open,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Open,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Open,0.00625
grok-4-0709,Grok 4,9,9,,Open,0.015
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Open,0.0025
kimi-k2,Kimi K2,16,16,,Open,0.0075
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Open,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Open,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Open,0.0325
mistral-large-2512,Mistral Large 3,5,5,,Open,0.0025
mistral-medium-2508,Mistral Medium 3.1,5,5,,Open,0.0075
o3-pro-medium,o3-pro (medium reasoning),1,1,,Open,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Open,0.0075
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Open,0.0
