LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Reflective,0.23366834170854273
gpt-oss-120b,GPT-OSS-120B,1,1,,Reflective,0.365
grok-4-0709,Grok 4,9,9,,Reflective,0.225
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Reflective,0.18796992481203006
kimi-k2,Kimi K2,16,16,,Reflective,0.115
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Reflective,0.4836272040302267
kimi-k2-0905,Kimi K2-0905,16,16,,Reflective,0.3082706766917293
llama4-maverick,Llama 4 Maverick,3,3,,Reflective,0.735
mistral-large-2512,Mistral Large 3,5,5,,Reflective,0.2889447236180904
mistral-medium-2508,Mistral Medium 3.1,5,5,,Reflective,0.20075282308657466
o3-pro-medium,o3-pro (medium reasoning),1,1,,Reflective,0.045
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Reflective,0.1575
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Reflective,0.5012531328320802
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Mosaic,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Mosaic,0.0010559662090813093
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Mosaic,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Mosaic,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Mosaic,0.0
command-a,Cohere Command A,13,13,,Mosaic,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Mosaic,0.0025
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Mosaic,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Mosaic,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Mosaic,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Mosaic,0.0
glm-4-5,GLM-4.5,14,14,,Mosaic,0.0
glm-4-6,GLM-4.6,14,14,,Mosaic,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Mosaic,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Mosaic,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Mosaic,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Mosaic,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Mosaic,0.0
grok-4-0709,Grok 4,9,9,,Mosaic,0.005
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Mosaic,0.0
kimi-k2,Kimi K2,16,16,,Mosaic,0.0025
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Mosaic,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Mosaic,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Mosaic,0.0
mistral-large-2512,Mistral Large 3,5,5,,Mosaic,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Mosaic,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Mosaic,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Mosaic,0.0025
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Mosaic,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Reportage,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Reportage,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Reportage,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Reportage,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Reportage,0.0
command-a,Cohere Command A,13,13,,Reportage,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Reportage,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Reportage,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Reportage,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Reportage,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Reportage,0.0
glm-4-5,GLM-4.5,14,14,,Reportage,0.0
glm-4-6,GLM-4.6,14,14,,Reportage,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Reportage,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Reportage,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Reportage,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Reportage,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Reportage,0.00125
grok-4-0709,Grok 4,9,9,,Reportage,0.0
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Reportage,0.0
kimi-k2,Kimi K2,16,16,,Reportage,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Reportage,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Reportage,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Reportage,0.00375
mistral-large-2512,Mistral Large 3,5,5,,Reportage,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Reportage,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Reportage,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Reportage,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Reportage,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Balanced,0.7130325814536341
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Balanced,0.6705385427666315
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Balanced,0.5
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Balanced,0.58
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Balanced,0.5238095238095238
command-a,Cohere Command A,13,13,,Balanced,0.5714285714285714
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Balanced,0.7
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Balanced,0.7475
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Balanced,0.395
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Balanced,0.60125
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Balanced,0.42857142857142855
glm-4-5,GLM-4.5,14,14,,Balanced,0.4725
glm-4-6,GLM-4.6,14,14,,Balanced,0.44
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Balanced,0.4780976220275344
gpt-5-pro,GPT-5 Pro,1,1,,Balanced,0.355
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Balanced,0.47869674185463656
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Balanced,0.7060301507537688
gpt-oss-120b,GPT-OSS-120B,1,1,,Balanced,0.51375
grok-4-0709,Grok 4,9,9,,Balanced,0.695
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Balanced,0.5463659147869674
kimi-k2,Kimi K2,16,16,,Balanced,0.7675
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Balanced,0.43828715365239296
kimi-k2-0905,Kimi K2-0905,16,16,,Balanced,0.5363408521303258
llama4-maverick,Llama 4 Maverick,3,3,,Balanced,0.20875
mistral-large-2512,Mistral Large 3,5,5,,Balanced,0.5226130653266332
mistral-medium-2508,Mistral Medium 3.1,5,5,,Balanced,0.7051442910915935
o3-pro-medium,o3-pro (medium reasoning),1,1,,Balanced,0.87
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Balanced,0.765
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Balanced,0.40852130325814534
