LLM,LLM_Full,cat,cat_full,cat_desc,choice,prop
o3-pro-medium,o3-pro (medium reasoning),1,1,,Realist,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Realist,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Realist,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Speculative,0.2325
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Speculative,0.2692713833157339
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Speculative,0.35
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Speculative,0.3725
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Speculative,0.3725
command-a,Cohere Command A,13,13,,Speculative,0.19625
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Speculative,0.125
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Speculative,0.125
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Speculative,0.29
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Speculative,0.2975
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Speculative,0.4925
glm-4-5,GLM-4.5,14,14,,Speculative,0.25125
glm-4-6,GLM-4.6,14,14,,Speculative,0.3
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Speculative,0.04375
gpt-5-pro,GPT-5 Pro,1,1,,Speculative,0.0675
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Speculative,0.2125
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Speculative,0.21
gpt-oss-120b,GPT-OSS-120B,1,1,,Speculative,0.0575
grok-4-0709,Grok 4,9,9,,Speculative,0.155
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Speculative,0.2925
kimi-k2,Kimi K2,16,16,,Speculative,0.0275
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Speculative,0.2175
kimi-k2-0905,Kimi K2-0905,16,16,,Speculative,0.1375
llama4-maverick,Llama 4 Maverick,3,3,,Speculative,0.1625
mistral-large-2512,Mistral Large 3,5,5,,Speculative,0.3175
mistral-medium-2508,Mistral Medium 3.1,5,5,,Speculative,0.135
o3-pro-medium,o3-pro (medium reasoning),1,1,,Speculative,0.0475
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Speculative,0.15
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Speculative,0.18
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,CrimeThriller,0.00125
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,CrimeThriller,0.004223864836325237
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,CrimeThriller,0.005
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,CrimeThriller,0.01
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,CrimeThriller,0.005
command-a,Cohere Command A,13,13,,CrimeThriller,0.005
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,CrimeThriller,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,CrimeThriller,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,CrimeThriller,0.005
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,CrimeThriller,0.00375
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,CrimeThriller,0.0
glm-4-5,GLM-4.5,14,14,,CrimeThriller,0.005
glm-4-6,GLM-4.6,14,14,,CrimeThriller,0.0075
gpt-5-medium,GPT-5 (medium reasoning),1,1,,CrimeThriller,0.0
gpt-5-pro,GPT-5 Pro,1,1,,CrimeThriller,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,CrimeThriller,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,CrimeThriller,0.0025
gpt-oss-120b,GPT-OSS-120B,1,1,,CrimeThriller,0.0
grok-4-0709,Grok 4,9,9,,CrimeThriller,0.0025
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,CrimeThriller,0.0075
kimi-k2,Kimi K2,16,16,,CrimeThriller,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,CrimeThriller,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,CrimeThriller,0.0
llama4-maverick,Llama 4 Maverick,3,3,,CrimeThriller,0.00125
mistral-large-2512,Mistral Large 3,5,5,,CrimeThriller,0.0075
mistral-medium-2508,Mistral Medium 3.1,5,5,,CrimeThriller,0.00125
o3-pro-medium,o3-pro (medium reasoning),1,1,,CrimeThriller,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,CrimeThriller,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,CrimeThriller,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Romance,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Romance,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Romance,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Romance,0.0025
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Romance,0.0025
command-a,Cohere Command A,13,13,,Romance,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Romance,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Romance,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Romance,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Romance,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Romance,0.0
glm-4-5,GLM-4.5,14,14,,Romance,0.0
glm-4-6,GLM-4.6,14,14,,Romance,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Romance,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Romance,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Romance,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Romance,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Romance,0.0
grok-4-0709,Grok 4,9,9,,Romance,0.0
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Romance,0.0
kimi-k2,Kimi K2,16,16,,Romance,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Romance,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Romance,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Romance,0.0
mistral-large-2512,Mistral Large 3,5,5,,Romance,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Romance,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Romance,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Romance,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Romance,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Horror,0.00625
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Horror,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Horror,0.0025
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Horror,0.0025
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Horror,0.0
command-a,Cohere Command A,13,13,,Horror,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Horror,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Horror,0.005
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Horror,0.0025
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Horror,0.00375
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Horror,0.0075
glm-4-5,GLM-4.5,14,14,,Horror,0.00125
glm-4-6,GLM-4.6,14,14,,Horror,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Horror,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Horror,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Horror,0.0025
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Horror,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Horror,0.0025
grok-4-0709,Grok 4,9,9,,Horror,0.0025
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Horror,0.005
kimi-k2,Kimi K2,16,16,,Horror,0.0025
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Horror,0.0025
kimi-k2-0905,Kimi K2-0905,16,16,,Horror,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Horror,0.0025
mistral-large-2512,Mistral Large 3,5,5,,Horror,0.0075
mistral-medium-2508,Mistral Medium 3.1,5,5,,Horror,0.0025
o3-pro-medium,o3-pro (medium reasoning),1,1,,Horror,0.0025
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Horror,0.0025
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Horror,0.0025
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Comic,0.0
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Comic,0.0
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Comic,0.0
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Comic,0.0
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Comic,0.0
command-a,Cohere Command A,13,13,,Comic,0.0
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Comic,0.0
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Comic,0.0
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Comic,0.0
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Comic,0.0
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Comic,0.0
glm-4-5,GLM-4.5,14,14,,Comic,0.0
glm-4-6,GLM-4.6,14,14,,Comic,0.0
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Comic,0.0
gpt-5-pro,GPT-5 Pro,1,1,,Comic,0.0
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Comic,0.0
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Comic,0.0
gpt-oss-120b,GPT-OSS-120B,1,1,,Comic,0.0
grok-4-0709,Grok 4,9,9,,Comic,0.0
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Comic,0.0
kimi-k2,Kimi K2,16,16,,Comic,0.0
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Comic,0.0
kimi-k2-0905,Kimi K2-0905,16,16,,Comic,0.0
llama4-maverick,Llama 4 Maverick,3,3,,Comic,0.0
mistral-large-2512,Mistral Large 3,5,5,,Comic,0.0
mistral-medium-2508,Mistral Medium 3.1,5,5,,Comic,0.0
o3-pro-medium,o3-pro (medium reasoning),1,1,,Comic,0.0
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Comic,0.0
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Comic,0.0
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Fabulist,0.53625
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Fabulist,0.4371700105596621
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Fabulist,0.375
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Fabulist,0.3625
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Fabulist,0.3425
command-a,Cohere Command A,13,13,,Fabulist,0.5525
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Fabulist,0.46
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Fabulist,0.48
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Fabulist,0.49
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Fabulist,0.33
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Fabulist,0.34
glm-4-5,GLM-4.5,14,14,,Fabulist,0.49625
glm-4-6,GLM-4.6,14,14,,Fabulist,0.475
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Fabulist,0.7125
gpt-5-pro,GPT-5 Pro,1,1,,Fabulist,0.705
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Fabulist,0.53
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Fabulist,0.5875
gpt-oss-120b,GPT-OSS-120B,1,1,,Fabulist,0.8375
grok-4-0709,Grok 4,9,9,,Fabulist,0.5675
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Fabulist,0.5675
kimi-k2,Kimi K2,16,16,,Fabulist,0.825
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Fabulist,0.5825
kimi-k2-0905,Kimi K2-0905,16,16,,Fabulist,0.735
llama4-maverick,Llama 4 Maverick,3,3,,Fabulist,0.51625
mistral-large-2512,Mistral Large 3,5,5,,Fabulist,0.43
mistral-medium-2508,Mistral Medium 3.1,5,5,,Fabulist,0.61375
o3-pro-medium,o3-pro (medium reasoning),1,1,,Fabulist,0.78
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Fabulist,0.44
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Fabulist,0.6325
ernie_4_5_300b_a47b,Baidu Ernie 4.5 300B A47B,15,15,,Literary,0.22375
claude-opus-4-1-20250805-0K,Claude Opus 4.1 (no reasoning),2,2,,Literary,0.2893347412882788
claude-opus-4-5-20251101-0K,Claude Opus 4.5 (no reasoning),2,2,,Literary,0.2675
claude-sonnet-4-5-20250929-0K,Claude Sonnet 4.5 (no reasoning),2,2,,Literary,0.25
claude-sonnet-4-5-20250929-16K,Claude Sonnet 4.5 Thinking 16K,2,2,,Literary,0.2775
command-a,Cohere Command A,13,13,,Literary,0.24625
deepseek-v31,DeepSeek V3.1 Non-Think,8,8,,Literary,0.415
deepseek-reasoner,DeepSeek V3.1 Reasoner,8,8,,Literary,0.39
deepseek-v32-exp,Deepseek V3.2 Exp,8,8,,Literary,0.21
gemini-2.5-pro,Gemini 2.5 Pro,4,4,,Literary,0.365
gemini-3-pro-preview,Gemini 3 Pro Preview,4,4,,Literary,0.16
glm-4-5,GLM-4.5,14,14,,Literary,0.24625
glm-4-6,GLM-4.6,14,14,,Literary,0.2175
gpt-5-medium,GPT-5 (medium reasoning),1,1,,Literary,0.24375
gpt-5-pro,GPT-5 Pro,1,1,,Literary,0.2275
gpt-5.1-medium,GPT-5.1 (medium reasoning),1,1,,Literary,0.255
gpt-5.2-medium,GPT-5.2 (medium reasoning),1,1,,Literary,0.2
gpt-oss-120b,GPT-OSS-120B,1,1,,Literary,0.1025
grok-4-0709,Grok 4,9,9,,Literary,0.2725
grok-4-1-fast-reasoning,Grok 4.1 Fast Reasoning,9,9,,Literary,0.1275
kimi-k2,Kimi K2,16,16,,Literary,0.145
kimi-k2-thinking,Kimi K2 Thinking,16,16,,Literary,0.1975
kimi-k2-0905,Kimi K2-0905,16,16,,Literary,0.1275
llama4-maverick,Llama 4 Maverick,3,3,,Literary,0.315
mistral-large-2512,Mistral Large 3,5,5,,Literary,0.2375
mistral-medium-2508,Mistral Medium 3.1,5,5,,Literary,0.2475
o3-pro-medium,o3-pro (medium reasoning),1,1,,Literary,0.17
qwen3-235b-a22b-thinking-2507,Qwen 3 235B A22B 25-07 Think,6,6,,Literary,0.4075
qwen3-max-preview,Qwen 3 Max Preview,6,6,,Literary,0.185
