evaluator_id,llm,story,knn1,knnK,gower_knn1,gower_knnK
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_54.txt,1.657345141117969,1.849554344320643,0.07985416666666668,0.08317083333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_236.txt,1.6612221819109927,1.9009627784599012,0.07341666666666667,0.08509166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_27.txt,1.6685217952545357,2.0194078846533343,0.09068750000000003,0.09359166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_207.txt,1.6685217952545357,1.80338058298241,0.06395833333333335,0.07455833333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_39.txt,1.6813107582494087,1.9399776455095235,0.09158333333333336,0.1042916666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_393.txt,1.6818733777910133,1.9687334383395332,0.037666666666666675,0.07604583333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_147.txt,1.6848802025480953,1.8720185020526827,0.10112500000000002,0.11196250000000003
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_173.txt,1.6864885619316237,1.9597107552222077,0.054583333333333345,0.09444166666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_225.txt,1.6864885619316237,1.7779348334128364,0.054583333333333345,0.07286666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_313.txt,1.6913525328439818,1.888031230977877,0.06189583333333335,0.08779583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_4.txt,1.6913525328439818,2.3866145103747045,0.06189583333333335,0.11338750000000004
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_19.txt,1.694280912983014,2.135804822652602,0.07514583333333334,0.08503333333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_97.txt,1.694280912983014,2.0823164689403795,0.10900000000000001,0.12153333333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_110.txt,1.6944841723849204,1.9557435492659905,0.08429166666666668,0.09330416666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_289.txt,1.6944841723849204,1.8794727765176327,0.08429166666666668,0.09857916666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_387.txt,1.6980287950408646,1.9923171514415436,0.07200000000000002,0.09556666666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_64.txt,1.6980287950408646,1.8412292427565256,0.05243750000000001,0.06946666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_357.txt,1.6988610203353909,1.9092398058097308,0.08356250000000004,0.08870833333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_312.txt,1.6988610203353909,1.9391142225949203,0.08400000000000002,0.09455000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_189.txt,1.7025074468376953,1.9658290082975356,0.07437500000000001,0.09615833333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_169.txt,1.7072234693369976,1.8006441834209106,0.09391666666666668,0.09837500000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_111.txt,1.7120287715327567,1.8738898900366672,0.07375000000000002,0.09210833333333333
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_33.txt,1.7120287715327567,1.9592252483031587,0.07302083333333333,0.07831059322033898
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_42.txt,1.7149499163302766,2.0229494265376995,0.05204166666666666,0.0660375
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_175.txt,1.716487414000626,1.8629364700252633,0.06058333333333333,0.08785416666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_327.txt,1.716487414000626,1.9033583782317376,0.061437500000000006,0.06625
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_13.txt,1.7181072623945732,1.7855616871508442,0.054312500000000014,0.0723
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_76.txt,1.7181072623945732,1.8060840412781267,0.063125,0.07015
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_199.txt,1.7204559761443106,2.0289741708076847,0.06614583333333333,0.09447320675105488
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_212.txt,1.7204559761443106,1.8723198486518136,0.06614583333333333,0.07429583333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_372.txt,1.725023498678476,1.9163659320395272,0.08670833333333335,0.09366250000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_304.txt,1.725023498678476,2.1340286434064355,0.09154166666666666,0.11156666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_200.txt,1.7275910598108162,1.9285426102759207,0.04995833333333334,0.06414583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_396.txt,1.7284877371409495,1.7780437923448236,0.07014583333333334,0.07666504237288137
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_368.txt,1.7333456542034547,1.90799790081473,0.027145833333333345,0.04842916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_311.txt,1.7349151036508736,1.8186388806910727,0.060105485232067525,0.06657109704641351
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_385.txt,1.7349151036508736,1.7700010287857069,0.068375,0.07223333333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_103.txt,1.7449061225221454,1.9356318164929085,0.034624999999999996,0.058374999999999996
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_120.txt,1.7449061225221454,2.0210938018735933,0.06472916666666667,0.08608333333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_177.txt,1.7464364885522965,1.998174160771881,0.08716666666666668,0.0975491525423729
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_296.txt,1.7486710773632776,1.892179208143811,0.054312500000000014,0.08636250000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_45.txt,1.7498384557688578,1.8392731352061982,0.06429166666666668,0.07995000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_132.txt,1.7559053315365836,1.8341865265859951,0.054145833333333344,0.06385833333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_362.txt,1.7559053315365836,1.9032354953376156,0.08164583333333335,0.09777083333333333
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_163.txt,1.7589390319887812,2.047677077843778,0.06385416666666667,0.06800416666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_276.txt,1.75953860610924,2.0968509857332758,0.08383333333333334,0.1030351265822785
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_390.txt,1.75953860610924,1.9353093000924606,0.08383333333333334,0.10505000000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_122.txt,1.7615400509457964,1.9625452901333706,0.08047916666666668,0.0866875
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_185.txt,1.7642024162601915,1.7977290663914673,0.08000000000000002,0.08284166666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_367.txt,1.765094282878398,2.1148463403581252,0.08018750000000002,0.0904625
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_60.txt,1.765094282878398,2.092651554315235,0.08562500000000002,0.09693983050847459
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_14.txt,1.7697187633534246,2.0118420950136846,0.1095,0.11354583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_218.txt,1.7722539884474606,2.000670626040997,0.09370833333333335,0.09925833333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_251.txt,1.7726544234244503,1.9558283169876662,0.07576271186440679,0.09022457627118645
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_138.txt,1.7746480410360068,1.9106036805008997,0.08302083333333335,0.08755833333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_343.txt,1.7746507526488509,2.0666452009209335,0.07020833333333333,0.09591666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_208.txt,1.7823253734436484,1.8758852663133894,0.09427083333333336,0.10248333333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_317.txt,1.782723422898465,1.8926286710669047,0.07139583333333334,0.07647500000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_81.txt,1.782723422898465,1.9749863637875262,0.07112500000000002,0.08439166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_134.txt,1.783719651394618,1.8912558717280177,0.05685416666666668,0.06793750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_354.txt,1.7855087922960302,1.8880631305100835,0.05104166666666668,0.06233750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_137.txt,1.7856940078569794,2.050281342842635,0.09976694915254239,0.10707374336218814
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_263.txt,1.7889597309851597,2.0412122926562515,0.06624999999999999,0.07179583333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_314.txt,1.7889597309851597,1.9751780658458333,0.05162447257383968,0.06532072784810128
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_237.txt,1.7898747079903543,1.88918144600717,0.0769375,0.08607916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_265.txt,1.7941431612128023,1.900880769579922,0.0468987341772152,0.05561181434599157
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_285.txt,1.7990364189106773,1.9475120593455757,0.08225000000000002,0.08977916666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_309.txt,1.8001163975081016,1.846683235677099,0.07035416666666668,0.07453333333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_321.txt,1.8017016728531716,1.8803577975302441,0.07375000000000001,0.08671250000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_90.txt,1.8017016728531716,1.9390766894984686,0.07972457627118647,0.09320338983050849
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_194.txt,1.8032653310350728,1.9227618429898563,0.09447916666666668,0.10160416666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_159.txt,1.804402138896729,1.8447426453844038,0.07868750000000002,0.08464166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_143.txt,1.8052311785169561,1.8786977576821733,0.09079166666666669,0.0962625
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_57.txt,1.8052311785169561,1.977938320235404,0.1157916666666667,0.11862083333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_166.txt,1.8055683431429679,1.8542924574027313,0.09429166666666669,0.0999166666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_330.txt,1.8067300573151779,1.9087367863816838,0.07339583333333334,0.07880833333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_63.txt,1.8067300573151779,1.974237462508873,0.08495833333333336,0.09431666666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_341.txt,1.807486662317759,1.9377276741470901,0.10008333333333336,0.10666250000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_202.txt,1.8092429193802546,2.0720328832139536,0.09189583333333334,0.10127888418079098
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_136.txt,1.8100000546145376,1.936188867289469,0.07035416666666668,0.08267916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_297.txt,1.8100000546145376,1.8746182282677448,0.05256250000000002,0.057354166666666685
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_361.txt,1.81085823118788,1.9549476653718236,0.06427083333333335,0.08230833333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_176.txt,1.8115444493017294,1.8528683721960593,0.07831250000000002,0.08610000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_305.txt,1.8128061191998968,1.9143713308750265,0.07200000000000002,0.08207500000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_290.txt,1.8149496028654561,1.929043934286933,0.06845833333333336,0.07554319620253165
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_216.txt,1.815159366147384,1.9884959978170755,0.09304166666666669,0.09623586497890298
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_282.txt,1.815159366147384,1.9259900147268094,0.08831223628691985,0.09669994725738398
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_366.txt,1.820405099221017,1.9486282517273037,0.10258333333333333,0.10560833333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_141.txt,1.824116319494888,2.2797611172990657,0.08320833333333336,0.08902083333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_229.txt,1.8281593294128562,2.2162673641974338,0.07929166666666669,0.087775
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_9.txt,1.8281593294128562,2.091685451885968,0.10529166666666669,0.10955416666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_18.txt,1.8305969352355085,1.948008260080493,0.0765625,0.08472500000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_377.txt,1.8318391420966087,1.9291864927708076,0.06539583333333335,0.07820416666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_213.txt,1.8325572509225325,2.1589208118455216,0.10870833333333337,0.12452916666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_124.txt,1.8365407103442069,2.068297177864052,0.08193750000000001,0.09055
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_0.txt,1.8376218369776263,2.1477865514963868,0.044145833333333336,0.07565416666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_196.txt,1.8376218369776263,1.9484130064700325,0.0700625,0.08052083333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_190.txt,1.841653266830414,1.909961462220145,0.0674166666666667,0.08527500000000002
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_337.txt,1.8451949662798124,2.0498299917681235,0.08866666666666669,0.10539166666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_325.txt,1.8484392099503888,1.9838913983612219,0.09439583333333335,0.10810833333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_7.txt,1.8484392099503888,1.9512783679741852,0.09487500000000001,0.10390416666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_355.txt,1.856561878337109,1.9787486572483484,0.08645833333333333,0.09178333333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_74.txt,1.856561878337109,1.9732582709403268,0.07775000000000001,0.10060833333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_52.txt,1.8597587140354284,2.1086618927071696,0.06254166666666669,0.0836416666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_315.txt,1.8610283025607892,2.0423613674957117,0.07375000000000002,0.09363750000000003
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_118.txt,1.8628444020100636,2.042545251982878,0.08793750000000002,0.09062083333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_262.txt,1.8628444020100636,2.130286952961292,0.0700625,0.08708750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_171.txt,1.8638679375461356,2.049831624821159,0.10818750000000002,0.11575416666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_86.txt,1.8655023278927345,2.1150049144230394,0.09270833333333335,0.10307083333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_98.txt,1.8663839489611218,1.9529954620444243,0.05947916666666669,0.08357500000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_369.txt,1.8683469472263132,1.8933922708449846,0.054145833333333344,0.05920000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_338.txt,1.8696968162149947,1.9450190685418938,0.04731250000000001,0.06274166666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_226.txt,1.8708942549602459,1.9648053716782594,0.07283333333333335,0.08915000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_254.txt,1.8746430582108031,2.018210207587495,0.05866666666666668,0.07587500000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_1.txt,1.876799049791193,1.9514876207053642,0.05885416666666668,0.08720833333333336
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_210.txt,1.878898192150368,1.9771901271637131,0.05523206751054854,0.07093391350210972
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_131.txt,1.8799114936919983,2.13590249078698,0.07341666666666667,0.08467500000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_279.txt,1.8815837479419595,2.165970340734189,0.05283333333333333,0.06632916666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_383.txt,1.8903056435041727,1.9915357645329848,0.07725000000000001,0.08601666666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_62.txt,1.8916476374223046,2.0169720663142794,0.06254166666666669,0.08627916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_271.txt,1.8919483944890803,2.030384863686547,0.09283333333333335,0.09559166666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_221.txt,1.8937380002227207,2.049247910600718,0.08806250000000002,0.09132515822784812
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_380.txt,1.8955547818717544,2.0042433046194597,0.06535416666666669,0.07194583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_224.txt,1.900757403042866,2.0274354328764694,0.0468987341772152,0.06759641350210972
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_22.txt,1.9096611636197836,2.064076009850898,0.09343750000000002,0.09979166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_99.txt,1.910546041691373,2.142797608205242,0.11366666666666668,0.12199583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_299.txt,1.9168831630458185,2.039716044831882,0.08954166666666669,0.09660416666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_351.txt,1.9226835219739393,2.049767161509966,0.052729166666666674,0.07828333333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_319.txt,1.9270598715822855,2.0061409009498767,0.061666666666666675,0.071025
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_381.txt,1.9270952066702665,1.9991119822688135,0.09458333333333335,0.09868750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_127.txt,1.9280486107326253,2.0320415940290095,0.11125000000000003,0.11492916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_273.txt,1.9319336105609632,2.2117654336083805,0.06266666666666668,0.07816666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_322.txt,1.9319336105609632,2.18598298396317,0.05256250000000002,0.07078333333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_209.txt,1.9331933889769055,2.2211639232026625,0.08593750000000001,0.09676144514767934
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_174.txt,1.9331933889769055,2.263241382498644,0.08951476793248947,0.11098312236286922
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_112.txt,1.9344502056943254,2.0263538693851246,0.09264583333333334,0.10198750000000004
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_246.txt,1.9344502056943254,2.3761035557893013,0.10335416666666669,0.11342083333333337
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_371.txt,1.936586943090191,2.0780611877537867,0.06879166666666668,0.07930833333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_364.txt,1.936586943090191,2.2220512181020515,0.0674166666666667,0.0851625
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_32.txt,1.9369725969215903,2.0214973377953966,0.06845833333333336,0.08099583333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_34.txt,1.9387520611610172,1.9657444273299742,0.06327083333333335,0.07952916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_252.txt,1.9409202956322786,2.0417731477557757,0.08483333333333333,0.08979583333333332
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_188.txt,1.9413528123008648,2.0697788987421024,0.10095833333333333,0.10640000000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_116.txt,1.9442351296933549,2.433027504511198,0.07260416666666668,0.08595416666666666
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_51.txt,1.9442351296933549,2.11932672105205,0.06419831223628693,0.0758146624472574
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_346.txt,1.951719799556405,2.049304739233359,0.07870833333333334,0.09648333333333334
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_333.txt,1.9531956000625719,2.097916292136187,0.10904166666666668,0.11586729957805911
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_37.txt,1.9549450651514217,2.0853887525733077,0.09343750000000002,0.10291666666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_223.txt,1.957054619010922,2.363150522969195,0.09116666666666669,0.11787916666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_96.txt,1.957054619010922,2.175610097862377,0.09116666666666669,0.10987916666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_386.txt,1.9604576104263114,2.1366970245116534,0.06393750000000002,0.07551666666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_130.txt,1.9618916491710219,1.976007742773529,0.039354166666666676,0.04949166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_164.txt,1.9731568632644167,2.1116352231156843,0.034624999999999996,0.06034166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_280.txt,1.9866015324309572,2.2747560655574466,0.11600000000000003,0.1276416666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_172.txt,1.9866335204629721,2.0434752011179307,0.10808333333333336,0.1197041666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_234.txt,1.98686188758024,2.135072770033161,0.06552083333333335,0.07473333333333335
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_300.txt,1.989650035335469,2.090470782949016,0.08254166666666668,0.09215416666666669
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_140.txt,1.9902339134283455,2.2503829276311516,0.10808333333333334,0.1153041666666667
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_40.txt,1.9902339134283455,2.260120565112405,0.10095833333333333,0.12414166666666668
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_302.txt,1.9914580987366552,2.10260421392551,0.08385416666666667,0.09538750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_243.txt,1.9955637280976934,2.109420120988285,0.08137500000000002,0.10273750000000001
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_184.txt,1.9987172410860912,2.1575959304331223,0.061437500000000006,0.06749198312236289
gpt-5-low,claude-opus-4-1-20250805-0K,story_wc_55.txt,2.007605822016575,2.2506417814456574,0.10879166666666669,0.11325000000000003
